UsrId,OriginLat,OriginLng,DestinationLat,DestinationLng,Transport Mode,Departure Time
0,41.377604599543595,2.172402764698056,41.37911596173719,2.1059971024267554,transit,02:00:00
1,41.3779517363053,2.172786584924816,41.381855159117364,2.1151138822125275,transit,19:00:00
2,41.377938766873655,2.172957710505573,41.413433579352706,2.135093860442495,transit,22:00:00
3,41.378128294587476,2.1730939521139785,41.40055555341245,2.186040275371657,transit,00:00:00
4,41.37813558214158,2.173083232634268,41.418119650423286,2.1753270203302817,transit,03:00:00
5,41.37814436131341,2.1730890834467163,41.43426217255254,2.179295674006112,transit,14:00:00
6,41.378139997878705,2.173089407992532,41.42208843017978,2.201159195170805,transit,09:00:00
7,41.378140650096775,2.1730887250430704,41.45485578461625,2.194591629565959,transit,19:00:00
8,41.378140509071876,2.173088740550998,41.37611889927064,2.126848931851415,transit,22:00:00
9,41.378140553299886,2.173088787717936,41.424848896340634,2.178941734221531,transit,16:00:00
10,41.37814054589366,2.1730887487445654,41.4151276606353,2.1988733135948606,transit,14:00:00
11,41.37814054942965,2.1730887506797094,41.41127786113337,2.169503551938317,transit,11:00:00
12,41.37814054996945,2.1730887501571434,41.425632223731256,2.177576171166831,transit,20:00:00
13,41.37814055001611,2.1730887499170923,41.41786826627349,2.1649130500046745,transit,14:00:00
14,41.378140549952896,2.1730887499760003,41.44126723906434,2.1786055755665625,transit,20:00:00
15,41.37814054999057,2.1730887500408445,41.394666617382796,2.1408061962964564,transit,05:00:00
16,41.37814055001539,2.1730887500056015,41.37093877120707,2.143336561226061,transit,14:00:00
17,41.37814054999174,2.173088750010199,41.416566662836665,2.156645525395924,transit,20:00:00
18,41.37814054999755,2.173088749993943,41.3744850885398,2.129595657834381,transit,16:00:00
19,41.37814055000125,2.173088750000529,41.43302255858727,2.167320665078571,transit,01:00:00
20,41.37814055000022,2.1730887499994633,41.408249297605714,2.1272058017934428,transit,20:00:00
21,41.37814054999968,2.173088749999863,41.38635678851729,2.158840130962976,transit,17:00:00
